"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2297","","","","0"
"2011-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2494","","","","0"
"2011-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2216","","","","0"
"2011-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2400","","","","0"
"2011-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2732","","","","0"
"2011-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2381","","","","0"
"2011-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2516","","","","0"
"2011-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2786","","","","0"
"2011-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1370","","","","0"
"2011-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1880","","","","0"
"2011-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2026","","","","0"
"2011-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1311","","","","0"
"2011-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1983","","","","0"
"2012-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1983","","","","0"
"2012-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1809","","","","0"
"2012-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1765","","","","0"
"2012-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1862","","","","0"
"2012-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2395","","","","0"
"2012-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2891","","","","0"
"2012-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2368","","","","0"
"2012-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2464","","","","0"
"2012-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2609","","","","0"
"2012-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2096","","","","0"
"2012-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2388","","","","0"
"2012-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2498","","","","0"
"2013-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2324","","","","0"
"2013-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2170","","","","0"
"2013-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2559","","","","0"
"2013-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2447","","","","0"
"2013-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","2799","","","","0"
"2013-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","435","","","","0"
"2013-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","585","","","","0"
"2013-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-167","","","","0"
"2013-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-211","","","","0"
"2013-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-152","","","","0"
"2013-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","447","","","","0"
"2013-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1594","","","","0"
"2014-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1533","","","","0"
"2014-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1352","","","","0"
"2014-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1983","","","","0"
"2014-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1530","","","","0"
"2014-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1894","","","","0"
"2014-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1865","","","","0"
"2014-07","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","586","","","","0"
"2014-08","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1781","","","","0"
"2014-09","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1681","","","","0"
"2014-10","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1376","","","","0"
"2014-11","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-4","","","","0"
"2014-12","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-94","","","","0"
"2015-01","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-124","","","","0"
"2015-02","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-164","","","","0"
"2015-03","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","-13","","","","0"
"2015-04","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1538","","","","0"
"2015-05","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1615","","","","0"
"2015-06","Canada","2016A000011124","Total all classes of electricity producer","Tidal power turbine","Megawatt hours","210","units","0","v44174615","1.1.7","1951","","","","0"
